Samsung Galaxy A30,"Price in Rs: 40,999    Price in USD: $306
                                                 ",
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS, EDGE, 3G HSPA, 4G LTE-A                                                 "
Features,Sensors,"Accelerometer, Compass, Fingerprint (rear mounted), Gyro, Proximity                                                     "
,Audio,"
                                                3.5mm Audio Jack, MP3/WAV/WMA/eAAC+/FLAC player, MP4/WMV/H.265 player, Speaker Phone                                                 "
,Browser,"
                                                HTML5                                                 "
,Messaging,"
                                                SMS(threaded view), MMS, Email, Push Mail, IM                                                 "
,Games,"
                                                Built-in + Downloadable                                                 "
,Torch,"
                                                Yes                                                 "
,Extra,"
                                                Active noise cancellation with dedicated mic, ANT+ support, Photo/video editor, Document viewer                                                 "
Battery,Capacity,"(Li-Po Non removable), 4000 mAh                                                     "
,Talktime,"
                                                up to 23 hrs                                                 "
,,"
                                                 - Fast battery charging 15W
                                                 "
Samsung Galaxy A50,"Price in Rs: 54,999    Price in USD: $410
                                                 ",
Build,OS,Android 9.0 (Pie)                                                     
,UI,"
                                                One UI                                                 "
,Dimensions,"
                                                158.5 x 74.7 x 7.7 mm                                                 "
,Weight,"
                                                166 g                                                 "
,SIM,"
                                                Dual Sim, Dual Standby (Nano-SIM)                                                 "
,Colors,"
                                                Black, White, Blue, Coral                                                 "
Frequency,2G Band,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900                                                     
,3G Band,"
                                                HSDPA 850 / 900 / 1900 / 2100                                                 "
,4G Band,"
                                                LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)                                                 "
Processor,CPU,Octa-core (4 x 2.3GHz cortex A-73+ 4 x 1.7GHz Cortex-A53)                                                     
,Chipset,"
                                                Exynos 9610 Octa (10nm)                                                 "
,GPU,"
                                                Mali-G72 MP3                                                 "
Display,Technology,"Super AMOLED capacitive touchscreen, 16M colors, Multitouch                                                     "
,Size,"
                                                6.4 Inches                                                 "
,Resolution,"
                                                1080 x 2340 Pixels (~403 PPI)                                                 "
,Protection,"
                                                Corning Gorilla Glass 3                                                 "
Memory,Built-in,"128GB Built-in, 4GB RAM                                                     "
,Card,"
                                                microSD card (supports up to 512GB) (dedicated slot)                                                 "
Camera,Main,"Triple camera: 25 MP, f/1.7, PDAF + 8 MP, f/2.4, (ultrawide) + 5 MP, f/2.2, depth sensor, autofocus,  LED flash                                                     "
,Features,"
                                                Geo-tagging, touch focus, face detection, panorama, HDR, Video (1080p@30fps)                                                 "
,Front,"
                                                25 MP, HDR, Video (1080p@30fps)                                                 "
Connectivity,WLAN,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot                                                     "
,Bluetooth,"
                                                v5.0 with A2DP, LE                                                 "
,GPS,"
                                                Yes + A-GPS support & Glonass, BDS, GALILEO                                                 "
,Radio,"
                                                FM Radio                                                 "
,USB,"
                                                2.0, Type-C 1.0 reversible connector                                                 "
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS, EDGE, 3G HSPA, 4G LTE-A                                                 "
Features,Sensors,"Accelerometer, gyro, proximity, compass, Fingerprint (under display)                                                     "
,Audio,"
                                                3.5mm Audio Jack, MP3/WAV/WMA/eAAC+/FLAC player, MP4/WMV/H.265 player, Speaker Phone                                                 "
,Browser,"
                                                HTML5                                                 "
,Messaging,"
                                                SMS(threaded view), MMS, Email, Push Mail, IM                                                 "
,Games,"
                                                Built-in + Downloadable                                                 "
,Torch,"
                                                Yes                                                 "
,Extra,"
                                                Front glass, plastic body, Samsung Pay, Dolby Atmos sound, Active noise cancellation with dedicated mic, ANT+ support, Photo/video editor, Document viewer                                                 "
Battery,Capacity,"(Li-Po Non removable), 4000 mAh                                                     "
,Talktime,"
                                                up to 23 hrs                                                 "
,,"
                                                 - Fast battery charging 15W
                                                 "
Samsung Galaxy A70,"Price in Rs: 67,999    Price in USD: $507
                                                 ",
Build,OS,Android 9.0 (Pie)                                                     
,UI,"
                                                One UI                                                 "
,Dimensions,"
                                                164.2 x 76.7 x 7.9 mm                                                 "
,Weight,"
                                                183 g                                                 "
,SIM,"
                                                Dual Sim, Dual Standby (Nano-SIM)                                                 "
,Colors,"
                                                Coral, Blue, Black, White                                                 "
Frequency,2G Band,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900                                                     
,3G Band,"
                                                HSDPA 850 / 900 / 1900 / 2100                                                 "
,4G Band,"
                                                LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)                                                 "
Processor,CPU,Octa-core (2 x 2.0 GHz Kryo 460 Gold + 6 x 1.7 GHz Kryo 460 Silver)                                                     
,Chipset,"
                                                Qualcomm SDM675 Snapdragon 675 (11 nm)                                                 "
,GPU,"
                                                Adreno 612                                                 "
Display,Technology,"Super AMOLED capacitive touchscreen, 16M colors, Multitouch                                                     "
,Size,"
                                                6.7 Inches                                                 "
,Resolution,"
                                                1080 x 2400 Pixels (~393 PPI)                                                 "
Memory,Built-in,"128GB Built-in, 6GB RAM                                                     "
,Card,"
                                                microSD card (supports up to 512GB) (dedicated slot)                                                 "
Camera,Main,"Triple Camera: 32 MP, f/1.7, PDAF + 8 MP, f/2.2, 12mm (ultrawide) + 5 MP, f/2.2, depth sensor, LED Flash                                                     "
,Features,"
                                                Geo-tagging, touch focus, face detection, panorama, HDR, Video (2160p@30fps, 1080p@30/240fps)                                                 "
,Front,"
                                                32 MP, f/2.0, HDR, Video (1080p@30fps)                                                 "
Connectivity,WLAN,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot                                                     "
,Bluetooth,"
                                                v5.0 with A2DP, LE                                                 "
,GPS,"
                                                Yes + A-GPS support & Glonass, BDS, GALILEO, BDS                                                 "
,Radio,"
                                                FM Radio                                                 "
,USB,"
                                                2.0, Type-C 1.0 reversible connector                                                 "
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A                                                 "
Features,Sensors,"Accelerometer, gyro, proximity, compass, Fingerprint (under Display)                                                     "
,Audio,"
                                                3.5mm Audio Jack, MP3/WAV/WMA/eAAC+/FLAC player, MP4/WMV/H.265 player, Speaker Phone                                                 "
,Browser,"
                                                HTML5                                                 "
,Messaging,"
                                                SMS(threaded view), MMS, Email, Push Mail, IM                                                 "
,Games,"
                                                Built-in + Downloadable                                                 "
,Torch,"
                                                Yes                                                 "
,Extra,"
                                                Active noise cancellation with dedicated mic, ANT+ support, Photo/video editor, Document viewer                                                 "
Battery,Capacity,"(Li-Po Non removable), 4500 mAh                                                     "
,,"
                                                 - Fast battery charging 25W
                                                 "
Oppo Reno,"Price in Rs: 69,999    Price in USD: $522
                                                 ",
Build,OS,Android 9.0 (Pie)                                                     
,UI,"
                                                ColorOS 6                                                 "
,Dimensions,"
                                                156.6 x 74.3 x 9.1 mm                                                 "
,Weight,"
                                                186 g                                                 "
,SIM,"
                                                Dual Sim, Dual Standby (Nano-SIM)                                                 "
,Colors,"
                                                Jet Black, Ocean Green                                                 "
Frequency,2G Band,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900                                                     
,3G Band,"
                                                HSDPA 850 / 900 / 1900 / 2100                                                 "
,4G Band,"
                                                LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)                                                 "
Processor,CPU,Octa-core (2 x 2.2 GHz Kryo 360 Gold + 6 x 1.7 GHz Kryo 360 Silver)                                                     
,Chipset,"
                                                Qualcomm SDM710 Snapdragon 710 (10 nm)                                                 "
,GPU,"
                                                Adreno 616                                                 "
Display,Technology,"AMOLED Capacitive Touchscreen, 16M Colors, Multitouch                                                     "
,Size,"
                                                6.4 Inches                                                 "
,Resolution,"
                                                1080 x 2340 Pixels (~403 PPI)                                                 "
,Protection,"
                                                Corning Gorilla Glass 6                                                 "
,Extra Features,"
                                                HDR10                                                 "
Memory,Built-in,"128GB Built-in, 8GB RAM                                                     "
,Card,"
                                                No                                                 "
Camera,Main,"Dual 48 MP, f/1.7, 26mm (wide), 1/2.0"", PDAF + 5 MP, f/2.4, depth sensor, Dual LED Flash                                                     "
,Features,"
                                                Phase detection, Geo-tagging, touch focus, face detection, HDR, panorama, Video (2160p@30fps, 1080p@30/60/120fps, gyro-EIS)                                                 "
,Front,"
                                                16 MP (Motorized pop-up ), f/2.0, 26mm (wide), Video (1080p@30fps)                                                 "
Connectivity,WLAN,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot                                                     "
,Bluetooth,"
                                                v5.0 with A2DP, LE, EDR, aptX HD                                                 "
,GPS,"
                                                Yes +  A-GPS support, & GLONASS, BDS, GALILEO                                                 "
,Radio,"
                                                FM Radio                                                 "
,USB,"
                                                Type-C 1.0 reversible connector, USB On-The-Go                                                 "
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A                                                 "
Features,Sensors,"Accelerometer, Compass, Fingerprint (under display), Gyro, Proximity                                                     "
,Audio,"
                                                3.5mm Audio Jack, MP4/H.264/FLAC player, MP3/eAAC+/WAV player, Speaker Phone                                                 "
,Browser,"
                                                HTML5                                                 "
,Messaging,"
                                                SMS(threaded view), MMS, Email, Push Mail, IM                                                 "
,Games,"
                                                Built-in + Downloadable                                                 "
,Torch,"
                                                Yes                                                 "
,Extra,"
                                                Active noise cancellation with dedicated mic, Document editor, Photo/video editor                                                 "
Battery,Capacity,"(Li-Po Non removable), 3765 mAh                                                     "
,,"
                                                 - Fast battery charging 20W (VOOC Flash Charge)
                                                 "
Apple iphone 7,"Price in Rs: 74,999    Price in USD: $559
                                                 ",
Build,OS,iOS 10                                                     
,Dimensions,"
                                                138.3 x 67.1 x 7.1 mm                                                 "
,Weight,"
                                                138g                                                 "
,SIM,"
                                                Nano-SIM                                                 "
,Colors,"
                                                Jet Black, Black, Silver, Gold, Rose Gold                                                 "
Frequency,2G Band,GSM 850 / 900 / 1800 / 1900                                                     
,3G Band,"
                                                HSDPA 850 / 900 / 1700 / 1900 / 2100                                                 "
,4G Band,"
                                                LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700)                                                 "
Processor,CPU,Quad-core 2.34 GHz (2 x Hurricane & 2 x Zephyr)                                                     
,Chipset,"
                                                Apple A10 Fusion                                                 "
,GPU,"
                                                PowerVR Series7XT Plus (six-core graphics)                                                 "
Display,Technology,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors, Multitouch                                                     "
,Size,"
                                                4.7 inches                                                 "
,Resolution,"
                                                750 x 1334 pixels (~326 ppi pixel density)                                                 "
,Protection,"
                                                Ion-strengthened glass, oleophobic coating                                                 "
,Extra Features,"
                                                Wide Gamut display, 3D Touch display + home button, Display Zoom                                                 "
Memory,Built-in,"32GB built-in, 2GB RAM                                                     "
,Card,"
                                                No                                                 "
Camera,Main,"12 MP, autofocus, dual-LED + dual tone) flash                                                     "
,Features,"
                                                F/2.2, 29mm, phase detection, 1/3"" sensor size, 1.22 µm pixel size, geo-tagging, simultaneous 4K video and 8MP image recording, touch focus, face /smile detection, HDR (photo + panorama), Video (2160p@30fps, 1080p@60fps,1080p@120fps, 720p@240fps)                                                 "
,Front,"
                                                7 MP, f/2.2, 1080p@30fps, 720p@240fps, face detection, HDR, panorama                                                 "
Connectivity,WLAN,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot                                                     "
,Bluetooth,"
                                                v4.2 with A2DP, LE                                                 "
,GPS,"
                                                Yes + A-GPS support & Glonass                                                 "
,Radio,"
                                                No                                                 "
,USB,"
                                                v2.0, reversible connector                                                 "
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps)                                                 "
Features,Sensors,"Accelerometer, gyro, proximity, compass, barometer, Fingerprint                                                     "
,Audio,"
                                                3.5 mm to lightning headphone adapter, Speakerphone                                                 "
,Browser,"
                                                HTML5 (safari)                                                 "
,Messaging,"
                                                iMessage, SMS (threaded view), MMS, Email, Push Email                                                 "
,Games,"
                                                built-in + downloadable                                                 "
,Torch,"
                                                Yes                                                 "
,Extra,"
                                                Active noise cancellation with dedicated mic, Siri natural language commands and dictation, iCloud cloud service, Google Maps, Audio/video/photo editor, Apple Pay  + Visa, MasterCard, AMEX certified), water resistant (up to 1m for 30 mins), Voice memo/command/dial, Document editor, MP3/WAV/AAX+/AIFF/Apple Lossless player, MP4/H.264 player, Image editor                                                 "
Battery,Capacity,Non-removable Li-Po battery                                                     
,Talktime,"
                                                up to 14 hrs                                                 "
,Musicplay,"
                                                up to 40 hrs                                                 "
Apple iphone 8,"Price in Rs: 97,999    Price in USD: $730
                                                 ",
Build,OS,IOS 11                                                     
,Dimensions,"
                                                138.4 x 67.3 x 7.3 mm                                                 "
,Weight,"
                                                148 g                                                 "
,SIM,"
                                                Single SIM (Nano-SIM)                                                 "
,Colors,"
                                                Silver, Space Gray, Gold                                                 "
Frequency,2G Band,SIM1: GSM 850 / 900 / 1800 / 1900                                                     
,3G Band,"
                                                HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100                                                 "
,4G Band,"
                                                LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)                                                 "
Processor,CPU,Hexa Core (2x Monsoon + 4x Mistral)                                                     
,Chipset,"
                                                Apple A11 Bionic                                                 "
,GPU,"
                                                 (3-core graphics)                                                 "
Display,Technology,"LED-backlit IPS LCD capacitive touchscreen, 16M Colors, Multitouch                                                     "
,Size,"
                                                4.7 Inches                                                 "
,Resolution,"
                                                750 x 1334 Pixels (~326 PPI)                                                 "
,Protection,"
                                                Ion-strengthened glass, oleophobic coating                                                 "
,Extra Features,"
                                                Wide color gamut display, 3D Touch display & home button, True-tone display                                                 "
Memory,Built-in,"64/256GB Built-in, 2GB RAM                                                     "
,Card,"
                                                No                                                 "
Camera,Main,"12 MP, Autofocus, OIS, Quad-LED + dual tone flash                                                     "
,Features,"
                                                f/1.8, 28mm, phase detection, 1/3"" sensor size, Geo-tagging, simultaneous 4K video and 8MP image recording, touch focus, face/smile detection, HDR (photo/panorama), Video (2160p@24/30/60fps, 1080p@30/60/120/240fps)                                                 "
,Front,"
                                                7 MP, f/2.2, 1080p@30fps, 720p@240fps, face detection, HDR, panorama                                                 "
Connectivity,WLAN,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot                                                     "
,Bluetooth,"
                                                v5.0 with A2DP, LE                                                 "
,GPS,"
                                                Yes + A-GPS support & Glonass, BDS, GALILEO                                                 "
,Radio,"
                                                No                                                 "
,USB,"
                                                2.0, reversible connector                                                 "
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 )                                                 "
Features,Sensors,"Accelerometer, gyro, proximity, compass, barometer, Fingerprint (front-mounted)                                                     "
,Audio,"
                                                Lightning to 3.5 mm headphone jack adapter, MP3/WAV/AAX+/AIFF/Apple Lossless player, MP4/H.264 player, Speaker Phone                                                 "
,Browser,"
                                                HTML5 (Safari)                                                 "
,Messaging,"
                                                iMessage, SMS (threaded view), MMS, Email, Push Email                                                 "
,Games,"
                                                built-in + downloadable                                                 "
,Torch,"
                                                Yes                                                 "
,Extra,"
                                                Active noise cancellation with dedicated mic, Lightning to 3.5 mm headphone jack adapter incl,  IP67 certified - dust and water resistant, Siri natural language commands and dictation, iCloud cloud service, Water resistant up to 1.5 meters and 30 minutes, Apple Pay (Visa, MasterCard, AMEX certified), Document editor                                                 "
Battery,Capacity,"(Li-ion Non removable), 1821 mAh                                                     "
,Talktime,"
                                                up to 14 hrs                                                 "
,Musicplay,"
                                                up to 40 hrs                                                 "
,,"
                                                 - Wireless charging, Fast battery charging: 50% in 30 min
                                                 "
Apple iPhone X,"Price in Rs: 129,999    Price in USD: $969
                                                 ",
Build,OS,IOS 11                                                     
,Dimensions,"
                                                143.6 x 70.9 x 7.7 mm                                                 "
,Weight,"
                                                174 g                                                 "
,SIM,"
                                                Single SIM (Nano-SIM)                                                 "
,Colors,"
                                                Space Gray, Silver                                                 "
Frequency,2G Band,SIM1: GSM 850 / 900 / 1800 / 1900                                                     
,3G Band,"
                                                HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100                                                 "
,4G Band,"
                                                LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)                                                  "
Processor,CPU,Hexa Core (2 x Monsoon + 4 x Mistral)                                                     
,Chipset,"
                                                Apple A11 Bionic                                                 "
,GPU,"
                                                Apple GPU (3-core graphics)                                                 "
Display,Technology,"Super AMOLED capacitive touchscreen, 16M colors, Multitouch                                                     "
,Size,"
                                                5.8 Inches                                                 "
,Resolution,"
                                                1125 x 2436 Pixels (~463 PPI)                                                 "
,Protection,"
                                                Scratch-resistant glass                                                 "
,Extra Features,"
                                                Dolby Vision/HDR10 compliant, Wide color gamut display, 3D Touch display, True-tone display                                                 "
Memory,Built-in,"64GB Built-in, 3GB RAM                                                     "
,Card,"
                                                No                                                 "
Camera,Main,"Dual 12 MP, autofocus, Quad-LED (dual tone) flash                                                     "
,Features,"
                                                f/1.8 & f/2.4, phase detection, OIS, 2x optical zoom, Geo-tagging, simultaneous 4K video and 8MP image recording, touch focus, face/smile detection, HDR (photo/panorama), Video (2160p@24/30/60fps, 1080p@30/60/120/240fps)                                                 "
,Front,"
                                                7 MP, f/2.2, 1080p@30fps, 720p@240fps, face detection, HDR, panorama                                                 "
Connectivity,WLAN,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot                                                     "
,Bluetooth,"
                                                v5.0 with A2DP, LE                                                 "
,GPS,"
                                                Yes +  A-GPS support, & GLONASS, BDS, GALILEO                                                 "
,USB,"
                                                v3.0, reversible connector                                                 "
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS, Edge, 3G HSPA, 4G LTE-A, EV-DO Rev.A 3.1 Mbps                                                 "
Features,Sensors,"Accelerometer, Face ID, Barometer, Compass, Gyro, Proximity                                                     "
,Audio,"
                                                Lightning to 3.5 mm headphone jack adapter, MP3/WAV/AAX+/AIFF/Apple Lossless player, MP4/H.264 player, Speaker Phone with stereo speakers                                                 "
,Browser,"
                                                HTML5 (Safari)                                                 "
,Messaging,"
                                                iMessage, SMS (threaded view), MMS, Email, Push Email                                                 "
,Games,"
                                                Built-in + Downloadable                                                 "
,Torch,"
                                                Yes                                                 "
,Extra,"
                                                Active noise cancellation with dedicated mic, IP67 certified - dust and water resistant, Siri natural language commands and dictation, Water resistant up to 1 meter and 30 minutes, iCloud service, Apple Pay (Visa, MasterCard, AMEX certified), Google Maps, Audio/video/photo editor, Apple Pay + Visa, MasterCard, AMEX certified), Waterproof, Voice memo/command/dial, Document editor                                                 "
Battery,Capacity,2716 mAh (Li-Ion Non removable)                                                     
,Talktime,"
                                                up to 21 hrs                                                 "
,Musicplay,"
                                                up to 60 hrs                                                 "
,,"
                                                 - Fast battery charging: 50% in 30 min, Qi wireless charging
                                                 "
LG Nexus 5,"Price in Rs: 32,000    Price in USD: $238
                                                 ",
Build,OS,"Android OS, v5.0 (Lolipop), upgradable to v5.1.1 (Lollipop)                                                     "
,Dimensions,"
                                                137.9 x 69.2 x 8.6 mm                                                 "
,Weight,"
                                                130 g                                                 "
,SIM,"
                                                Micro-SIM                                                 "
,Colors,"
                                                Black, White, Red                                                 "
Frequency,2G Band,GSM 850 / 900 / 1800 / 1900                                                     
,3G Band,"
                                                HSDPA 850 / 900 / 1700 / 1900 / 2100                                                 "
,4G Band,"
                                                LTE 800 / 850 / 900 / 1800 / 2100 / 2600                                                 "
Processor,CPU,2.3 GHz Quad-Core Krait                                                     
,Chipset,"
                                                Qualcomm MSM8974 Snapdragon 800                                                 "
,GPU,"
                                                 Adreno 330                                                 "
Display,Technology,"True HD IPS Plus capacitive touchscreen, 16M colors, Multi-touch                                                     "
,Size,"
                                                4.9 inches                                                 "
,Resolution,"
                                                1080 x 1920 pixels (~445 ppi pixel density)                                                 "
,Protection,"
                                                Corning Gorilla Glass 3                                                 "
Memory,Built-in,"16/32GB built-in, 2GB RAM                                                     "
,Card,"
                                                No                                                 "
Camera,Main,"8MP, 3264 x 2448 pixels, autofocus, LED flash                                                     "
,Features,"
                                                optical image, Geo-tagging, face detection, touch focus, photo sphere, image stabilization, Video (30fps)                                                 "
,Front,"
                                                1.3 MP                                                 "
Connectivity,WLAN,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi hotspot                                                     "
,Bluetooth,"
                                                v4.0 with A2DP                                                 "
,GPS,"
                                                Yes + A-GPS support & Glonass                                                 "
,Radio,"
                                                No                                                 "
,USB,"
                                                microUSB v2.0 (SlimPort)                                                 "
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS class 12, EDGE class 12, 3G (HSPA 42.2/5.76 Mbps) 4G LTE                                                 "
Features,Sensors,"Accelerometer, gyro, proximity, compass, barometer                                                     "
,Audio,"
                                                3.5mm audio jack, Speakerphone                                                 "
,Browser,"
                                                HTML5                                                 "
,Messaging,"
                                                SMS, MMS, Email, Push Email                                                 "
,Games,"
                                                built-in                                                 "
,Torch,"
                                                Yes                                                 "
,Extra,"
                                                SNS integration, Document viewer , Voice memo, Wireless charging, organizer Predictive text input, Image/video editor, Active noise cancellation with dedicated mic, , Speakerphone                                                 "
Battery,Capacity,2300 mAh                                                     
,Standby,"
                                                Up to 300 hrs                                                 "
,Talktime,"
                                                Up to 17 hrs                                                 "
Samsung Galaxy S10 Plus 512GB,"Price in Rs: 219,999    Price in USD: $1639
                                                 ",
Build,OS,Android 9.0 (Pie)                                                     
,UI,"
                                                One UI                                                 "
,Dimensions,"
                                                157.6 x 74.1 x 7.8 mm                                                 "
,Weight,"
                                                175 g                                                 "
,SIM,"
                                                Hybrid Dual SIM, Dual Standby, (Nano-SIM)                                                 "
,Colors,"
                                                Prism White, Prism Black, Prism Green, Prism Blue, Canary Yellow, Flamingo Pink, Ceramic Black, Ceramic White                                                 "
Frequency,2G Band,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900                                                     
,3G Band,"
                                                HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100                                                 "
,4G Band,"
                                                LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)                                                 "
Processor,CPU,Octa-core (2 x 2.7 GHz Mongoose M4 + 2 x 2.3 GHz Cortex-A75 + 4 x 1.9 GHz Cortex-A55)                                                     
,Chipset,"
                                                Exynos 9820 Octa (8 nm)                                                 "
,GPU,"
                                                Mali-G76 MP12                                                 "
Display,Technology,"Dynamic AMOLED capacitive touchscreen, 16M colors, Multitouch                                                     "
,Size,"
                                                6.4 Inches                                                 "
,Resolution,"
                                                1440 x 3040 Pixels (~526 PPI)                                                 "
,Protection,"
                                                Corning Gorilla Glass 6                                                 "
,Extra Features,"
                                                 HDR10, Always-on display                                                 "
Memory,Built-in,"512GB Built-in, 8GB RAM                                                     "
,Card,"
                                                microSD Card, (supports up to 512GB) (uses SIM 2 slot) - dual SIM model only                                                 "
Camera,Main,"Triple Camera: 12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", Dual Pixel PDAF, OIS + 12 MP, f/2.4, 52mm (telephoto), 1/3.6"", AF, OIS, 2x optical zoom + 16 MP, f/2.2, 12mm (ultrawide), LED Flash                                                     "
,Features,"
                                                OIS, Geo-tagging, face/smile detection, Auto HDR, panorama, Video (2160p@60fps, 1080p@240fps, 720p@960fps, HDR, dual-video rec)  
                                                 "
,Front,"
                                                Dual 10 MP, f/1.9, Dual Pixel PDAF + 8 MP, f/2.2, depth sensor, Dual video call, Auto-HDR, Video (2160p@30fps, 1080p@30fps)                                                 "
Connectivity,WLAN,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot                                                     "
,Bluetooth,"
                                                v5.0 with A2DP, LE                                                 "
,GPS,"
                                                Yes + A-GPS support & Glonass, BDS, GALILEO                                                 "
,USB,"
                                                3.1, Type-C 1.0 reversible connector                                                   "
,NFC,"
                                                Yes                                                 "
,Data,"
GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G (LLTE-A (7CA) Cat20 2000/150 Mbps)                                                 "
Features,Sensors,"Accelerometer, Compass, Fingeprint (under display), Gyro, HeartRate, Proximity, SpO2                                                     "
,Audio,"
                                                3.5mm Audio Jack, MP4/DivX/XviD/WMV/H.265 player, MP3/WAV/WMA/eAAC+/FLAC player, Speaker Phone                                                 "
,Browser,"
                                                HTML5                                                 "
